"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.88577577578E+005, +4.58105492872E+001, +0.00000000000E+000
+3.89827827828E+005, +4.57545812953E+001, +0.00000000000E+000
+3.91078078078E+005, +4.57066430286E+001, +0.00000000000E+000
+3.92328328328E+005, +4.56536949612E+001, +0.00000000000E+000
+3.93578578579E+005, +4.56007936161E+001, +0.00000000000E+000
+3.94828828829E+005, +4.55438290232E+001, +0.00000000000E+000
+3.96079079079E+005, +4.54852773796E+001, +0.00000000000E+000
+3.97329329329E+005, +4.54321475272E+001, +0.00000000000E+000
+3.98579579580E+005, +4.53692724039E+001, +0.00000000000E+000
+3.99829829830E+005, +4.53141855939E+001, +0.00000000000E+000
+4.01080080080E+005, +4.52519157242E+001, +0.00000000000E+000
+4.02330330330E+005, +4.51971696272E+001, +0.00000000000E+000
+4.03580580581E+005, +4.51338869329E+001, +0.00000000000E+000
+4.04830830831E+005, +4.50711978718E+001, +0.00000000000E+000
+4.06081081081E+005, +4.50160284719E+001, +0.00000000000E+000
+4.07331331331E+005, +4.49547421583E+001, +0.00000000000E+000
+4.08581581582E+005, +4.48916455354E+001, +0.00000000000E+000
+4.09831831832E+005, +4.48289080901E+001, +0.00000000000E+000
+4.11082082082E+005, +4.47653992567E+001, +0.00000000000E+000
+4.12332332332E+005, +4.47092258789E+001, +0.00000000000E+000
+4.13582582583E+005, +4.46426841302E+001, +0.00000000000E+000
+4.14832832833E+005, +4.45824725324E+001, +0.00000000000E+000
+4.16083083083E+005, +4.45238643421E+001, +0.00000000000E+000
+4.17333333333E+005, +4.44594597207E+001, +0.00000000000E+000
+4.18583583584E+005, +4.44000220018E+001, +0.00000000000E+000
+4.19833833834E+005, +4.43400103349E+001, +0.00000000000E+000
+4.21084084084E+005, +4.42819320591E+001, +0.00000000000E+000
+4.22334334334E+005, +4.42221202419E+001, +0.00000000000E+000
+4.23584584585E+005, +4.41589753728E+001, +0.00000000000E+000
+4.24834834835E+005, +4.41014443195E+001, +0.00000000000E+000
+4.26085085085E+005, +4.40357339819E+001, +0.00000000000E+000
+4.27335335335E+005, +4.39775366068E+001, +0.00000000000E+000
+4.28585585586E+005, +4.39137646463E+001, +0.00000000000E+000
+4.29835835836E+005, +4.38545446058E+001, +0.00000000000E+000
+4.31086086086E+005, +4.37915362116E+001, +0.00000000000E+000
+4.32336336336E+005, +4.37317523165E+001, +0.00000000000E+000
+4.33586586587E+005, +4.36690326365E+001, +0.00000000000E+000
+4.34836836837E+005, +4.36089345038E+001, +0.00000000000E+000
+4.36087087087E+005, +4.35449188253E+001, +0.00000000000E+000
+4.37337337337E+005, +4.34841411822E+001, +0.00000000000E+000
+4.38587587588E+005, +4.34177767931E+001, +0.00000000000E+000
+4.39837837838E+005, +4.33600358126E+001, +0.00000000000E+000
+4.41088088088E+005, +4.32986891826E+001, +0.00000000000E+000
+4.42338338338E+005, +4.32385604297E+001, +0.00000000000E+000
+4.43588588589E+005, +4.31710365792E+001, +0.00000000000E+000
+4.44838838839E+005, +4.31099611316E+001, +0.00000000000E+000
+4.46089089089E+005, +4.30489604595E+001, +0.00000000000E+000
+4.47339339339E+005, +4.29860188543E+001, +0.00000000000E+000
+4.48589589590E+005, +4.29254949189E+001, +0.00000000000E+000
+4.49839839840E+005, +4.28621540465E+001, +0.00000000000E+000
+4.51090090090E+005, +4.27991294146E+001, +0.00000000000E+000
+4.52340340340E+005, +4.27380202584E+001, +0.00000000000E+000
+4.53590590591E+005, +4.26706179078E+001, +0.00000000000E+000
+4.54840840841E+005, +4.26118618606E+001, +0.00000000000E+000
+4.56091091091E+005, +4.25508380365E+001, +0.00000000000E+000
+4.57341341341E+005, +4.24866703155E+001, +0.00000000000E+000
+4.58591591592E+005, +4.24221859030E+001, +0.00000000000E+000
+4.59841841842E+005, +4.23594202754E+001, +0.00000000000E+000
+4.61092092092E+005, +4.22929190356E+001, +0.00000000000E+000
+4.62342342342E+005, +4.22338174002E+001, +0.00000000000E+000
+4.63592592593E+005, +4.21724479577E+001, +0.00000000000E+000
+4.64842842843E+005, +4.21100017639E+001, +0.00000000000E+000
+4.66093093093E+005, +4.20443207020E+001, +0.00000000000E+000
+4.67343343343E+005, +4.19772793097E+001, +0.00000000000E+000
+4.68593593594E+005, +4.19170484454E+001, +0.00000000000E+000
+4.69843843844E+005, +4.18504003089E+001, +0.00000000000E+000
+4.71094094094E+005, +4.17884175249E+001, +0.00000000000E+000
+4.72344344344E+005, +4.17204097099E+001, +0.00000000000E+000
+4.73594594595E+005, +4.16551246664E+001, +0.00000000000E+000
+4.74844844845E+005, +4.15939633338E+001, +0.00000000000E+000
