degree,I1,I2,I3,I4,I5,I6
63.0,0.8392114669991959,4.100286181857709,0.01848544192454443,0.15901388959190754,-9.999940793708206e-9,0.44811700962579576
64.0,0.8510882545532312,4.166920869337365,0.019089047533037966,0.1559157952573875,-9.999942861399377e-9,0.4504984690284245
65.0,0.8633265599587173,4.235516094948544,0.019718390507258935,0.1527412806043722,-9.999944875847009e-9,0.45296992814135706
66.0,0.8759399258886782,4.306145023304728,0.020374837192297934,0.14948739936259478,-9.999946837982837e-9,0.4555346514383962
67.0,0.888942486330759,4.378884006952202,0.021059838877779978,0.14615107493649632,-9.99994874871351e-9,0.45819604793594726
68.0,0.9023489962321078,4.453812745377892,0.021774932113526015,0.14272909400047207,-9.999950608922603e-9,0.46095767867945614
69.0,0.9161748629253017,4.531014453684849,0.02252175240232944,0.1392180997048642,-9.999952419472553e-9,0.4638232646702293
70.0,0.9304356048853829,4.610572301481942,0.023238575132191682,0.13561481388983418,-9.999954138290335e-9,0.4667966459583654
71.0,0.945135224101161,4.692504864366035,0.02405151907236782,0.13192027675315363,-9.999955852349956e-9,0.4698802161698525
72.0,0.9603039285350647,4.776978796667654,0.024901594583758256,0.12812594772820124,-9.999957519261665e-9,0.4730798171196244
73.0,0.975953276136488,4.864162436960684,0.02595082995758878,0.12422285520047047,-9.999959205668333e-9,0.47639410024664247
74.0,0.9920312884019175,4.95378102486482,0.026578561051485157,0.12022094092838317,-9.99996057266762e-9,0.4798106797517781
75.0,1.0085379232119718,5.045863658187616,0.02736856239913542,0.1160823223113491,-9.999961957615341e-9,0.4833021605075322
76.0,1.0255604853131255,5.140867618021009,0.02840843324044862,0.11181044995204235,-9.99996347061343e-9,0.48689250018731767
77.0,1.0431152806676467,5.238821378875837,0.02930374398643448,0.10741495244066064,-9.999964832729263e-9,0.4906062010288943
78.0,1.0607659268766514,5.338877977126702,0.030079271482925413,0.10286798016757781,-9.999965768800002e-9,0.49426373677260355
79.0,1.0783420450879613,5.4423550016491165,0.03247237987204477,0.09810707140672816,-9.999967454744914e-9,0.49775610303169404
80.0,1.0961431467111793,5.5503403398699165,0.033487870262605385,0.09316026771437946,-9.99996876976657e-9,0.5011873350712925
81.0,1.1142224334621564,5.6607235263222355,0.03429573262306865,0.0881377621163177,-9.999969965392589e-9,0.5046490574390574
82.0,1.1325985906118463,5.77374418023276,0.030263169037881482,0.08295582311419625,-9.999970875785463e-9,0.5081350902934925
83.0,1.1513959565547343,5.889449502008863,0.03120632482737234,0.07766852292219946,-9.99997199799106e-9,0.5117099757271636
84.0,1.170554723366399,6.008237407191818,0.032403651993621344,0.07228836422801095,-9.99997315796739e-9,0.5153644370507662
85.0,1.1896147010715048,6.128400996847405,0.032049576389145094,0.06667694035209089,-9.99997319126061e-9,0.518974402805265
86.0,1.208693098766047,6.2495919868613505,0.033019589694173006,0.060846207967753446,-9.999974213961411e-9,0.5225116522105773
87.0,1.2280519755861719,6.374165955578325,0.03416245913736362,0.05466414086364702,-9.999975325408934e-9,0.5262827355941364
88.0,1.2477715881968767,6.502404519308626,0.035195204828576944,0.04827596105582912,-9.999976272077236e-9,0.5301938699481437
89.0,1.268009224388252,6.633903126021317,0.036264122333731795,0.041739865359360015,-9.999977187117112e-9,0.5342270675413493
90.0,1.2887287504132365,6.768521654897789,0.03730577723940556,0.03506092913286007,-9.999978025353628e-9,0.5383721309525645
91.0,1.3099351182020824,6.906304720858742,0.037830496755054364,0.02822731152919191,-9.999978856644372e-9,0.5426254305867095
92.0,1.3316622990140772,7.047643952010488,0.03900189989857009,0.02122878987156446,-9.999979682456709e-9,0.547005781388726
93.0,1.3538985761972098,7.192240079108958,0.03952846230127745,0.014067625884044397,-9.999979648354127e-9,0.551496288223564
94.0,1.3754517183154809,7.333885160162748,0.03905575809882483,0.006803023251538304,-9.99997986960522e-9,0.5555476203867815
95.0,1.396110194758444,7.472690338913931,0.23989394705197858,-9.999982662036425e-9,9.807096140170116e-5,0.5589100353273456
96.0,1.4800487376048383,8.050333294353544,0.42083963084008497,-9.999989667572059e-9,0.013240790303487833,0.592547623900029
97.0,1.570047795888649,8.74145676566854,0.47205685718464996,-9.999990977033192e-9,0.02941941965112797,0.628187297765358
98.0,1.6640631471865015,9.519967382249494,0.5490655558059793,-9.999992310848352e-9,0.04787737288828418,0.6672842212754747
99.0,0.9302632491710179,4.5199673370508755,0.0009054026061707366,0.18781453932012698,0.017658923789733418,0.5174126388301505
100.0,0.13124621011220683,0.06355492676129995,-4.1161242749814726e-9,0.37445836436222674,0.015101911527497132,0.35267952855592655
101.0,0.13193174081551381,0.06692515235910115,1.6227329689487454e-6,0.37551423239705567,0.01559850737043698,0.35376360331525164
102.0,0.13266650612837505,0.07044092568492144,1.5536557143266372e-6,0.376700478025625,0.016145980008121365,0.3549537583542461
103.0,0.13345161169410436,0.07410815161268228,1.1185809049873668e-6,0.3780173506379693,0.016744513220763077,0.3562506746982924
